"RecordingTimestamp"	"MediaName"	"PupilLeft"	"PupilRight"
"62"	NA	NA	NA
"79"	NA	NA	NA
"96"	NA	NA	NA
"112"	NA	NA	NA
"129"	NA	NA	NA
"146"	NA	NA	NA
"161"	NA	NA	NA
"162"	NA	NA	NA
"179"	NA	NA	NA
"196"	NA	NA	NA
"212"	NA	NA	NA
"229"	NA	NA	NA
"246"	NA	NA	NA
"262"	NA	NA	NA
"278"	NA	NA	NA
"295"	NA	NA	NA
"312"	NA	NA	NA
"328"	NA	NA	NA
"345"	NA	NA	NA
"362"	NA	NA	NA
"378"	NA	NA	NA
"395"	NA	NA	NA
"412"	NA	NA	NA
"416"	NA	NA	NA
"432"	NA	NA	NA
"450"	NA	NA	NA
"466"	NA	NA	NA
"483"	NA	NA	NA
"500"	NA	NA	NA
"516"	NA	NA	NA
"533"	NA	NA	NA
"550"	NA	NA	NA
"566"	NA	NA	NA
"583"	NA	NA	NA
"600"	NA	NA	NA
"601"	NA	NA	NA
"618"	NA	NA	NA
"635"	NA	NA	NA
"652"	NA	NA	NA
"668"	NA	NA	NA
"685"	NA	NA	NA
"701"	NA	NA	NA
"718"	NA	NA	NA
"735"	NA	NA	NA
"752"	NA	NA	NA
"768"	NA	NA	NA
"785"	NA	NA	NA
"802"	NA	NA	NA
"835"	NA	NA	NA
"902"	NA	NA	NA
"935"	NA	NA	NA
"952"	NA	NA	NA
"968"	NA	NA	NA
"985"	NA	NA	NA
"1002"	NA	NA	NA
"1018"	NA	NA	NA
"1035"	NA	NA	NA
"1052"	NA	NA	NA
"1068"	NA	NA	NA
"1085"	NA	NA	NA
"1102"	NA	NA	NA
"1118"	NA	NA	NA
"1135"	NA	NA	NA
"1152"	NA	NA	NA
"1168"	NA	NA	NA
"1185"	NA	NA	NA
"1202"	NA	NA	NA
"1218"	NA	NA	NA
"1235"	NA	NA	NA
"1252"	NA	NA	NA
"1268"	NA	NA	NA
"1285"	NA	NA	NA
"1301"	NA	NA	NA
"1318"	NA	NA	NA
"1335"	NA	NA	NA
"1351"	NA	NA	NA
"1360"	NA	NA	NA
"1377"	NA	NA	NA
"1393"	NA	NA	NA
"1410"	NA	NA	NA
"1427"	NA	NA	NA
"1443"	NA	NA	NA
"1457"	NA	NA	NA
"1473"	NA	NA	NA
"1490"	NA	NA	NA
"1507"	NA	NA	NA
"1524"	NA	NA	NA
"1540"	NA	NA	NA
"1557"	NA	NA	NA
"1573"	NA	NA	NA
"1590"	NA	NA	NA
"1607"	NA	NA	NA
"1624"	NA	NA	NA
"1640"	NA	NA	NA
"1657"	NA	NA	NA
"1673"	NA	NA	NA
"1684"	NA	NA	NA
