"RecordingTimestamp"	"MediaName"	"PupilLeft"	"PupilRight"
"54"	NA	NA	NA
"70"	NA	NA	NA
"87"	NA	NA	NA
"104"	NA	NA	NA
"120"	NA	NA	NA
"121"	NA	NA	NA
"137"	NA	NA	NA
"154"	NA	NA	NA
"170"	NA	NA	NA
"187"	NA	NA	NA
"204"	NA	NA	NA
"221"	NA	NA	NA
"237"	NA	NA	NA
"254"	NA	NA	NA
"287"	NA	NA	NA
"321"	NA	NA	NA
"354"	NA	NA	NA
"387"	NA	NA	NA
"404"	NA	NA	NA
"421"	NA	NA	NA
"437"	NA	NA	NA
"454"	NA	NA	NA
"471"	NA	NA	NA
"487"	NA	NA	NA
"504"	NA	NA	NA
"521"	NA	NA	NA
"537"	NA	NA	NA
"554"	NA	NA	NA
"571"	NA	NA	NA
"587"	NA	NA	NA
"604"	NA	NA	NA
"621"	NA	NA	NA
"637"	NA	NA	NA
"654"	NA	NA	NA
"671"	NA	NA	NA
"687"	NA	NA	NA
"704"	NA	NA	NA
"721"	NA	NA	NA
"737"	NA	NA	NA
"754"	NA	NA	NA
"770"	NA	NA	NA
"787"	NA	NA	NA
"804"	NA	NA	NA
"820"	NA	NA	NA
"837"	NA	NA	NA
"854"	NA	NA	NA
"870"	NA	NA	NA
"887"	NA	NA	NA
"904"	NA	NA	NA
"920"	NA	NA	NA
"937"	NA	NA	NA
"954"	NA	NA	NA
"970"	NA	NA	NA
"987"	NA	NA	NA
"1004"	NA	NA	NA
"1011"	NA	NA	NA
"1028"	NA	NA	NA
"1044"	NA	NA	NA
"1061"	NA	NA	NA
"1078"	NA	NA	NA
"1094"	NA	NA	NA
"1111"	NA	NA	NA
"1127"	NA	NA	NA
"1144"	NA	NA	NA
"1161"	NA	NA	NA
"1177"	NA	NA	NA
"1194"	NA	NA	NA
"1211"	NA	NA	NA
"1227"	NA	NA	NA
"1244"	NA	NA	NA
"1261"	NA	NA	NA
"1277"	NA	NA	NA
"1294"	NA	NA	NA
"1311"	NA	NA	NA
"1327"	NA	NA	NA
"1344"	NA	NA	NA
"1361"	NA	NA	NA
"1377"	NA	NA	NA
"1394"	NA	NA	NA
"1411"	NA	"2.91"	"2.92"
"1427"	NA	NA	NA
"1444"	NA	NA	NA
"1461"	NA	NA	NA
"1477"	NA	NA	NA
"1494"	NA	NA	NA
"1511"	NA	NA	NA
"1527"	NA	NA	NA
"1544"	NA	NA	NA
"1561"	NA	NA	NA
"1577"	NA	NA	NA
"1594"	NA	NA	NA
"1611"	NA	NA	NA
"1627"	NA	NA	NA
"1644"	NA	"4.3899999999999997"	"4.38"
"1661"	NA	NA	NA
"1677"	NA	NA	NA
"1694"	NA	NA	NA
"1711"	NA	NA	NA
"1727"	NA	NA	NA
"1744"	NA	NA	NA
"1761"	NA	NA	NA
"1777"	NA	NA	NA
"1794"	NA	NA	NA
"1811"	NA	NA	NA
"1827"	NA	NA	NA
"1844"	NA	NA	NA
"1861"	NA	NA	NA
"1877"	NA	NA	NA
"1894"	NA	NA	NA
"1911"	NA	NA	NA
"1927"	NA	NA	NA
"1944"	NA	NA	NA
"1961"	NA	NA	NA
"1978"	NA	NA	NA
"1995"	NA	NA	NA
"2011"	NA	NA	NA
"2028"	NA	NA	NA
"2045"	NA	NA	NA
"2061"	NA	NA	NA
"2078"	NA	NA	NA
"2095"	NA	NA	NA
"2111"	NA	NA	NA
"2128"	NA	NA	NA
"2145"	NA	NA	NA
"2162"	NA	NA	NA
"2179"	NA	NA	NA
"2195"	NA	NA	NA
"2212"	NA	NA	NA
"2229"	NA	NA	NA
"2246"	NA	NA	NA
"2262"	NA	NA	NA
"2278"	NA	NA	NA
"2296"	NA	NA	NA
"2312"	NA	NA	NA
"2329"	NA	NA	NA
"2345"	NA	NA	NA
"2363"	NA	NA	NA
"2379"	NA	NA	NA
"2396"	NA	NA	NA
"2413"	NA	NA	NA
"2429"	NA	NA	NA
"2446"	NA	NA	NA
"2463"	NA	NA	NA
"2479"	NA	NA	NA
"2496"	NA	NA	NA
"2513"	NA	NA	NA
"2529"	NA	NA	NA
"2546"	NA	NA	NA
"2563"	NA	NA	NA
"2579"	NA	NA	NA
"2596"	NA	NA	NA
"2613"	NA	NA	NA
"2629"	NA	NA	NA
"2646"	NA	NA	NA
"2663"	NA	NA	NA
"2679"	NA	NA	NA
"2696"	NA	NA	NA
"2729"	NA	NA	NA
"2746"	NA	NA	NA
"2763"	NA	NA	NA
"2779"	NA	NA	NA
"2796"	NA	NA	NA
"2813"	NA	NA	NA
"2846"	NA	NA	NA
"2863"	NA	NA	NA
"2879"	NA	NA	NA
"2896"	NA	NA	NA
"2913"	NA	NA	NA
"2929"	NA	NA	NA
"2946"	NA	NA	NA
"2963"	NA	NA	NA
"2979"	NA	NA	NA
"2996"	NA	NA	NA
"3013"	NA	NA	NA
"3029"	NA	NA	NA
"3046"	NA	NA	NA
"3063"	NA	NA	NA
"3079"	NA	NA	NA
"3096"	NA	NA	NA
"3113"	NA	NA	NA
"3129"	NA	NA	NA
"3146"	NA	NA	NA
"3163"	NA	NA	NA
"3179"	NA	NA	NA
"3196"	NA	NA	NA
"3213"	NA	NA	NA
"3229"	NA	NA	NA
"3246"	NA	NA	NA
"3263"	NA	NA	NA
"3279"	NA	NA	NA
"3296"	NA	NA	NA
"3313"	NA	NA	NA
"3329"	NA	NA	NA
"3346"	NA	NA	NA
"3363"	NA	NA	NA
"3379"	NA	NA	NA
"3396"	NA	NA	NA
"3413"	NA	NA	NA
"3429"	NA	NA	NA
"3446"	NA	NA	NA
"3463"	NA	NA	NA
"3479"	NA	NA	NA
"3496"	NA	NA	NA
"3513"	NA	NA	NA
"3529"	NA	NA	NA
"3546"	NA	NA	NA
"3563"	NA	NA	NA
"3579"	NA	NA	NA
"3596"	NA	NA	NA
"3613"	NA	NA	NA
"3629"	NA	NA	NA
"3646"	NA	NA	NA
"3663"	NA	NA	NA
"3679"	NA	NA	NA
"3696"	NA	NA	NA
"3713"	NA	NA	NA
"3729"	NA	NA	NA
"3746"	NA	NA	NA
"3763"	NA	NA	NA
"3779"	NA	NA	NA
"3796"	NA	NA	NA
"3813"	NA	NA	NA
"3829"	NA	NA	NA
"3846"	NA	NA	NA
"3863"	NA	NA	NA
"3879"	NA	NA	NA
"3896"	NA	NA	NA
"3913"	NA	NA	NA
"3929"	NA	NA	NA
"3946"	NA	NA	NA
"3963"	NA	NA	NA
"3979"	NA	NA	NA
"3996"	NA	NA	NA
"4013"	NA	NA	NA
"4029"	NA	NA	NA
"4046"	NA	NA	NA
"4063"	NA	NA	NA
"4079"	NA	NA	NA
"4096"	NA	NA	NA
"4113"	NA	NA	NA
"4129"	NA	NA	NA
"4146"	NA	NA	NA
"4163"	NA	NA	NA
"4179"	NA	NA	NA
"4196"	NA	NA	NA
"4213"	NA	NA	NA
"4229"	NA	NA	NA
"4246"	NA	NA	NA
"4263"	NA	NA	NA
"4279"	NA	NA	NA
"4296"	NA	NA	NA
"4312"	NA	NA	NA
"4314"	NA	NA	NA
"4330"	NA	NA	NA
"4347"	NA	NA	NA
"4364"	NA	NA	NA
"4380"	NA	NA	NA
"4397"	NA	NA	NA
"4414"	NA	NA	NA
"4420"	NA	NA	NA
"4437"	NA	NA	NA
"4453"	NA	NA	NA
"4471"	NA	NA	NA
"4487"	NA	NA	NA
"4504"	NA	NA	NA
"4520"	NA	NA	NA
"4538"	NA	NA	NA
"4554"	NA	NA	NA
"4571"	NA	NA	NA
"4587"	NA	NA	NA
"4604"	NA	NA	NA
"4620"	NA	NA	NA
"4637"	NA	NA	NA
"4654"	NA	NA	NA
"4671"	NA	NA	NA
"4687"	NA	NA	NA
"4704"	NA	NA	NA
"4720"	NA	NA	NA
"4754"	NA	NA	NA
"4770"	NA	NA	NA
"4787"	NA	NA	NA
"4804"	NA	NA	NA
"4820"	NA	NA	NA
"4837"	NA	NA	NA
"4854"	NA	NA	NA
"4870"	NA	NA	NA
"4887"	NA	NA	NA
"4904"	NA	NA	NA
"4920"	NA	NA	NA
"4937"	NA	NA	NA
"4954"	NA	NA	NA
"4970"	NA	NA	NA
"4987"	NA	NA	NA
"5004"	NA	NA	NA
"5020"	NA	NA	NA
"5037"	NA	NA	NA
"5054"	NA	NA	NA
"5070"	NA	NA	NA
"5087"	NA	NA	NA
"5104"	NA	NA	NA
"5120"	NA	NA	NA
"5137"	NA	NA	NA
"5154"	NA	NA	NA
"5170"	NA	NA	NA
"5187"	NA	NA	NA
"5204"	NA	NA	NA
"5220"	NA	NA	NA
"5237"	NA	NA	NA
"5254"	NA	NA	NA
"5270"	NA	NA	NA
"5286"	NA	NA	NA
"5303"	NA	NA	NA
"5321"	NA	NA	NA
"5337"	NA	NA	NA
"5354"	NA	NA	NA
"5371"	NA	NA	NA
"5388"	NA	NA	NA
"5404"	NA	NA	NA
"5421"	NA	NA	NA
"5438"	NA	NA	NA
"5455"	NA	NA	NA
"5471"	NA	NA	NA
"5488"	NA	NA	NA
"5505"	NA	NA	NA
"5522"	NA	NA	NA
"5538"	NA	NA	NA
"5555"	NA	NA	NA
"5571"	NA	NA	NA
"5589"	NA	NA	NA
"5605"	NA	NA	NA
"5622"	NA	NA	NA
"5638"	NA	NA	NA
"5655"	NA	NA	NA
"5671"	NA	NA	NA
"5688"	NA	NA	NA
"5705"	NA	NA	NA
"5722"	NA	NA	NA
"5739"	NA	NA	NA
"5755"	NA	NA	NA
"5772"	NA	NA	NA
"5788"	NA	NA	NA
"5805"	NA	NA	NA
"5822"	NA	NA	NA
"5838"	NA	"1.53"	"1.54"
"5856"	NA	NA	NA
"5872"	NA	"1.94"	"1.94"
"5889"	NA	NA	NA
"5905"	NA	NA	NA
"5922"	NA	NA	NA
"5939"	NA	NA	NA
"5955"	NA	NA	NA
"5972"	NA	NA	NA
"5988"	NA	NA	NA
"6005"	NA	NA	NA
"6021"	NA	NA	NA
"6038"	NA	NA	NA
"6055"	NA	NA	NA
"6071"	NA	NA	NA
"6088"	NA	NA	NA
"6105"	NA	NA	NA
"6121"	NA	NA	NA
"6138"	NA	NA	NA
"6155"	NA	NA	NA
"6171"	NA	NA	NA
"6188"	NA	NA	NA
"6205"	NA	NA	NA
"6221"	NA	NA	NA
"6238"	NA	NA	NA
"6255"	NA	NA	NA
"6271"	NA	NA	NA
"6288"	NA	NA	NA
"6305"	NA	NA	NA
"6321"	NA	NA	NA
"6338"	NA	NA	NA
"6355"	NA	NA	NA
"6371"	NA	NA	NA
"6388"	NA	NA	NA
"6405"	NA	NA	NA
"6421"	NA	NA	NA
"6438"	NA	NA	NA
"6455"	NA	NA	NA
"6471"	NA	NA	NA
"6488"	NA	NA	NA
"6505"	NA	NA	NA
"6521"	NA	NA	NA
"6538"	NA	NA	NA
"6555"	NA	NA	NA
"6571"	NA	NA	NA
"6588"	NA	NA	NA
"6605"	NA	NA	NA
"6621"	NA	NA	NA
"6638"	NA	NA	NA
"6655"	NA	NA	NA
"6671"	NA	NA	NA
"6688"	NA	NA	NA
"6705"	NA	NA	NA
"6721"	NA	NA	NA
"6738"	NA	NA	NA
"6755"	NA	NA	NA
"6771"	NA	NA	NA
"6788"	NA	NA	NA
"6805"	NA	NA	NA
"6821"	NA	NA	NA
"6838"	NA	NA	NA
"6855"	NA	NA	NA
"6871"	NA	NA	NA
"6888"	NA	NA	NA
"6905"	NA	NA	NA
"6922"	NA	NA	NA
"6939"	NA	NA	NA
"6955"	NA	NA	NA
"6972"	NA	NA	NA
"6989"	NA	NA	NA
"7005"	NA	NA	NA
"7022"	NA	NA	NA
"7039"	NA	NA	NA
"7056"	NA	NA	NA
"7072"	NA	NA	NA
"7089"	NA	NA	NA
"7106"	NA	NA	NA
"7122"	NA	NA	NA
"7139"	NA	NA	NA
"7155"	NA	NA	NA
"7172"	NA	NA	NA
"7189"	NA	NA	NA
"7206"	NA	NA	NA
"7222"	NA	NA	NA
"7239"	NA	NA	NA
"7256"	NA	NA	NA
"7272"	NA	NA	NA
"7288"	NA	NA	NA
"7306"	NA	NA	NA
"7322"	NA	NA	NA
"7339"	NA	NA	NA
"7356"	NA	NA	NA
"7372"	NA	NA	NA
"7389"	NA	NA	NA
"7406"	NA	NA	NA
"7422"	NA	NA	NA
"7439"	NA	NA	NA
"7456"	NA	NA	NA
"7472"	NA	NA	NA
"7489"	NA	NA	NA
"7505"	NA	NA	NA
"7522"	NA	NA	NA
"7539"	NA	NA	NA
"7556"	NA	NA	NA
"7572"	NA	NA	NA
"7588"	NA	NA	NA
"7606"	NA	NA	NA
"7622"	NA	NA	NA
"7639"	NA	NA	NA
"7656"	NA	NA	NA
"7672"	NA	NA	NA
"7689"	NA	NA	NA
"7705"	NA	NA	NA
"7722"	NA	NA	NA
"7739"	NA	NA	NA
"7756"	NA	NA	NA
"7772"	NA	NA	NA
"7789"	NA	NA	NA
"7806"	NA	NA	NA
"7822"	NA	NA	NA
"7839"	NA	NA	NA
"7856"	NA	NA	NA
"7872"	NA	NA	NA
"7889"	NA	NA	NA
"7906"	NA	NA	NA
"7922"	NA	NA	NA
"7939"	NA	NA	NA
"7956"	NA	NA	NA
"7972"	NA	NA	NA
"7989"	NA	NA	NA
"8006"	NA	NA	NA
"8022"	NA	NA	NA
"8039"	NA	NA	NA
"8056"	NA	NA	NA
"8073"	NA	NA	NA
"8089"	NA	NA	NA
"8106"	NA	NA	NA
"8123"	NA	NA	NA
"8139"	NA	NA	NA
"8156"	NA	NA	NA
"8173"	NA	NA	NA
"8189"	NA	NA	NA
"8206"	NA	NA	NA
"8223"	NA	NA	NA
"8239"	NA	NA	NA
"8256"	NA	NA	NA
"8273"	NA	NA	NA
"8289"	NA	NA	NA
"8306"	NA	NA	NA
"8322"	NA	NA	NA
"8339"	NA	NA	NA
"8356"	NA	NA	NA
"8372"	NA	NA	NA
"8389"	NA	NA	NA
"8406"	NA	NA	NA
"8422"	NA	NA	NA
"8439"	NA	NA	NA
"8456"	NA	NA	NA
"8472"	NA	NA	NA
"8489"	NA	NA	NA
"8506"	NA	NA	NA
"8522"	NA	NA	NA
"8539"	NA	NA	NA
"8556"	NA	NA	NA
"8572"	NA	NA	NA
"8589"	NA	NA	NA
"8606"	NA	NA	NA
"8620"	NA	NA	NA
"8637"	NA	NA	NA
"8654"	NA	NA	NA
"8670"	NA	NA	NA
"8687"	NA	NA	NA
"8704"	NA	NA	NA
"8720"	NA	NA	NA
"8737"	NA	NA	NA
"8753"	NA	NA	NA
"8770"	NA	NA	NA
"8787"	NA	NA	NA
"8804"	NA	NA	NA
"8820"	NA	NA	NA
"8836"	NA	NA	NA
"8854"	NA	NA	NA
"8870"	NA	NA	NA
"8887"	NA	NA	NA
"8904"	NA	"6.89"	"6.89"
"8921"	NA	NA	NA
"8937"	NA	NA	NA
"8954"	NA	NA	NA
"8971"	NA	"6.26"	"6.29"
"8987"	NA	NA	NA
"9004"	NA	NA	NA
"9021"	NA	NA	NA
"9037"	NA	NA	NA
"9053"	NA	NA	NA
"9071"	NA	NA	NA
"9087"	NA	NA	NA
"9104"	NA	NA	NA
