"RecordingTimestamp"	"MediaName"	"PupilLeft"	"PupilRight"
"31"	NA	NA	NA
"47"	NA	NA	NA
"64"	NA	NA	NA
"81"	NA	NA	NA
"97"	NA	NA	NA
"114"	NA	NA	NA
"131"	NA	NA	NA
"147"	NA	NA	NA
"153"	NA	NA	NA
"164"	NA	NA	NA
"181"	NA	NA	NA
"197"	NA	NA	NA
"214"	NA	NA	NA
"231"	NA	NA	NA
"247"	NA	NA	NA
"264"	NA	NA	NA
"281"	NA	NA	NA
"297"	NA	NA	NA
"314"	NA	NA	NA
"331"	NA	NA	NA
"347"	NA	NA	NA
"364"	NA	NA	NA
"381"	NA	NA	NA
"397"	NA	NA	NA
"414"	NA	NA	NA
"430"	NA	NA	NA
"447"	NA	NA	NA
"464"	NA	NA	NA
"480"	NA	NA	NA
"497"	NA	NA	NA
"514"	NA	NA	NA
"530"	NA	NA	NA
"547"	NA	NA	NA
"564"	NA	NA	NA
"580"	NA	NA	NA
"597"	NA	NA	NA
"614"	NA	NA	NA
"630"	NA	NA	NA
"647"	NA	NA	NA
"664"	NA	NA	NA
"680"	NA	NA	NA
"697"	NA	NA	NA
"714"	NA	NA	NA
"730"	NA	NA	NA
"747"	NA	NA	NA
"764"	NA	NA	NA
"780"	NA	NA	NA
"797"	NA	NA	NA
"814"	NA	NA	NA
"829"	NA	NA	NA
"846"	NA	NA	NA
"863"	NA	NA	NA
"879"	NA	NA	NA
"896"	NA	NA	NA
"913"	NA	NA	NA
"929"	NA	NA	NA
"931"	NA	NA	NA
"947"	NA	NA	NA
"964"	NA	NA	NA
"981"	NA	NA	NA
"998"	NA	NA	NA
"1014"	NA	NA	NA
"1031"	NA	NA	NA
"1048"	NA	NA	NA
"1065"	NA	NA	NA
"1081"	NA	NA	NA
"1098"	NA	NA	NA
"1115"	NA	NA	NA
"1131"	NA	NA	NA
"1148"	NA	NA	NA
"1165"	NA	NA	NA
"1181"	NA	NA	NA
"1198"	NA	NA	NA
"1215"	NA	NA	NA
"1231"	NA	NA	NA
"1248"	NA	NA	NA
"1265"	NA	NA	NA
"1281"	NA	NA	NA
"1298"	NA	NA	NA
"1315"	NA	NA	NA
"1331"	NA	NA	NA
"1348"	NA	NA	NA
"1365"	NA	NA	NA
"1381"	NA	NA	NA
"1398"	NA	NA	NA
"1415"	NA	NA	NA
"1431"	NA	NA	NA
"1448"	NA	NA	NA
"1465"	NA	NA	NA
"1481"	NA	NA	NA
"1498"	NA	NA	NA
"1515"	NA	NA	NA
"1531"	NA	NA	NA
"1548"	NA	NA	NA
"1565"	NA	NA	NA
"1569"	NA	NA	NA
"1586"	NA	NA	NA
"1603"	NA	NA	NA
"1619"	NA	NA	NA
"1636"	NA	NA	NA
"1653"	NA	NA	NA
"1669"	NA	NA	NA
"1686"	NA	NA	NA
"1703"	NA	NA	NA
"1719"	NA	NA	NA
"1736"	NA	NA	NA
"1753"	NA	NA	NA
"1769"	NA	NA	NA
"1786"	NA	NA	NA
"1803"	NA	NA	NA
"1819"	NA	NA	NA
"1836"	NA	NA	"4.07"
"1853"	NA	NA	NA
"1869"	NA	NA	NA
"1886"	NA	NA	NA
"1903"	NA	NA	NA
"1919"	NA	NA	NA
"1936"	NA	NA	"2.56"
"1953"	NA	NA	NA
"1969"	NA	NA	"3.2"
"1986"	NA	NA	"3.46"
"2002"	NA	NA	"3.47"
"2019"	NA	NA	NA
"2036"	NA	NA	NA
"2052"	NA	NA	NA
"2069"	NA	NA	NA
"2086"	NA	NA	NA
"2102"	NA	NA	NA
"2119"	NA	NA	"3.37"
"2136"	NA	NA	NA
"2153"	NA	NA	NA
"2169"	NA	NA	NA
"2186"	NA	NA	NA
"2203"	NA	NA	NA
"2219"	NA	NA	"3.08"
"2236"	NA	NA	"3.18"
"2253"	NA	NA	NA
"2269"	NA	NA	"3.21"
"2286"	NA	NA	"3.31"
"2303"	NA	NA	"3.26"
"2319"	NA	NA	"3.26"
"2336"	NA	NA	"3.25"
"2353"	NA	NA	"3.3"
"2369"	NA	NA	"3.29"
"2386"	NA	NA	"3.21"
"2402"	NA	NA	"3.25"
"2419"	NA	NA	"3.21"
"2436"	NA	NA	NA
"2452"	NA	NA	NA
"2469"	NA	NA	NA
"2486"	NA	NA	NA
"2502"	NA	NA	NA
"2519"	NA	NA	NA
"2536"	NA	NA	NA
"2552"	NA	NA	NA
"2569"	NA	NA	NA
"2586"	NA	NA	NA
"2602"	NA	NA	NA
"2619"	NA	"3.27"	"3.41"
"2636"	NA	NA	NA
