"RecordingTimestamp"	"MediaName"	"PupilLeft"	"PupilRight"
"102"	NA	"3.45"	"3.64"
"118"	NA	"3.52"	"3.73"
"135"	NA	"3.41"	"3.69"
"152"	NA	"3.46"	"3.53"
"168"	NA	"3.39"	"3.55"
"185"	NA	"3.37"	"3.56"
"202"	NA	"3.39"	"3.5"
"218"	NA	"3.4"	"3.48"
"232"	NA	NA	NA
"235"	NA	"3.39"	"3.49"
"252"	NA	"3.37"	"3.46"
"268"	NA	"3.37"	"3.53"
"285"	NA	"3.37"	"3.5"
"302"	NA	"3.36"	"3.49"
"318"	NA	"3.36"	"3.49"
"335"	NA	"3.36"	"3.46"
"352"	NA	"3.37"	"3.49"
"368"	NA	"3.37"	"3.49"
"385"	NA	"3.37"	"3.53"
"402"	NA	"3.38"	"3.5"
"418"	NA	"3.41"	"3.48"
"435"	NA	"3.41"	"3.51"
"452"	NA	"3.43"	"3.51"
"468"	NA	"3.4"	"3.52"
"485"	NA	"3.42"	"3.53"
"502"	NA	"3.41"	"3.51"
"518"	NA	"3.45"	"3.56"
"535"	NA	"3.45"	"3.56"
"552"	NA	"3.44"	"3.58"
"568"	NA	"3.48"	"3.55"
"585"	NA	"3.46"	"3.57"
"602"	NA	"3.49"	"3.59"
"618"	NA	"3.48"	"3.57"
"635"	NA	"3.47"	"3.56"
"652"	NA	"3.49"	"3.6"
"668"	NA	"3.49"	"3.59"
"685"	NA	"3.51"	"3.63"
"702"	NA	"3.51"	"3.66"
"718"	NA	"3.5"	"3.63"
"735"	NA	"3.54"	"3.66"
"738"	NA	NA	NA
"741"	NA	NA	NA
"752"	NA	"3.59"	"3.75"
"768"	NA	"3.57"	"3.63"
"785"	NA	"3.62"	"3.63"
"801"	NA	"3.61"	"3.73"
"818"	NA	"3.65"	"3.75"
"835"	NA	NA	NA
"851"	NA	NA	"3.74"
"868"	NA	"3.62"	"3.8"
"885"	NA	"3.62"	NA
"901"	NA	"3.63"	"3.69"
"918"	NA	"3.63"	NA
"935"	NA	"3.5"	"3.7"
"951"	NA	"3.67"	"3.7"
"968"	NA	"3.64"	NA
"985"	NA	NA	"3.71"
"1001"	NA	"3.67"	NA
"1018"	NA	NA	"3.69"
"1035"	NA	"3.66"	NA
"1051"	NA	"3.69"	NA
"1068"	NA	"3.69"	"3.8"
"1085"	NA	"3.72"	"3.76"
"1102"	NA	"3.71"	"3.72"
"1118"	NA	"3.71"	NA
"1135"	NA	"3.72"	"3.78"
"1152"	NA	"3.71"	"3.74"
"1168"	NA	"3.74"	"3.77"
"1185"	NA	"3.75"	"3.8"
"1202"	NA	"3.74"	"3.75"
"1218"	NA	"3.73"	"3.78"
"1235"	NA	NA	"3.79"
"1252"	NA	"3.77"	"3.8"
"1268"	NA	"3.75"	"3.82"
"1285"	NA	"3.75"	"3.81"
"1302"	NA	"3.77"	"3.86"
"1318"	NA	"3.76"	"3.84"
"1335"	NA	"3.78"	NA
"1352"	NA	NA	NA
"1354"	"star_calib.avi"	NA	NA
"1368"	"star_calib.avi"	"3.82"	NA
"1385"	"star_calib.avi"	"3.81"	NA
"1402"	"star_calib.avi"	"3.83"	NA
"1418"	"star_calib.avi"	"3.83"	NA
"1435"	"star_calib.avi"	NA	"3.87"
"1452"	"star_calib.avi"	"3.83"	"3.88"
"1468"	"star_calib.avi"	"3.84"	"3.9"
"1485"	"star_calib.avi"	"3.89"	"3.9"
"1502"	"star_calib.avi"	"3.87"	"3.91"
"1518"	"star_calib.avi"	"3.84"	"3.91"
"1535"	"star_calib.avi"	"3.86"	NA
"1552"	"star_calib.avi"	"3.88"	NA
"1568"	"star_calib.avi"	"3.89"	"3.9"
"1585"	"star_calib.avi"	"3.92"	"3.99"
"1602"	"star_calib.avi"	"3.89"	"3.96"
"1618"	"star_calib.avi"	"3.9"	"3.94"
"1635"	"star_calib.avi"	"3.9"	"3.95"
"1652"	"star_calib.avi"	"3.92"	"3.95"
"1668"	"star_calib.avi"	"3.91"	"3.94"
"1685"	"star_calib.avi"	"3.91"	"3.96"
"1702"	"star_calib.avi"	"3.91"	"3.97"
"1718"	"star_calib.avi"	"3.9"	"3.97"
"1735"	"star_calib.avi"	"3.92"	"3.95"
"1752"	"star_calib.avi"	"3.9"	"3.95"
"1768"	"star_calib.avi"	"3.93"	"3.95"
"1785"	"star_calib.avi"	"3.92"	"3.97"
"1802"	"star_calib.avi"	"3.93"	"3.97"
"1818"	"star_calib.avi"	"3.91"	"3.99"
"1835"	"star_calib.avi"	"3.93"	"4"
"1852"	"star_calib.avi"	"3.95"	"4"
"1868"	"star_calib.avi"	"3.93"	"3.98"
"1885"	"star_calib.avi"	"3.92"	"3.97"
"1902"	"star_calib.avi"	"3.94"	"3.96"
"1918"	"star_calib.avi"	"3.93"	"3.97"
"1935"	"star_calib.avi"	"3.95"	"3.99"
"1952"	"star_calib.avi"	"3.96"	"3.93"
"1968"	"star_calib.avi"	"4.01"	"3.97"
"1985"	"star_calib.avi"	"3.94"	"3.96"
"2002"	"star_calib.avi"	"3.93"	"3.99"
"2018"	"star_calib.avi"	"3.94"	"3.99"
"2035"	"star_calib.avi"	"3.94"	"3.96"
"2052"	"star_calib.avi"	"3.94"	"4.01"
"2068"	"star_calib.avi"	"3.94"	"4"
"2085"	"star_calib.avi"	"3.96"	"3.98"
"2102"	"star_calib.avi"	"3.95"	"3.99"
"2118"	"star_calib.avi"	"3.95"	"3.98"
"2135"	"star_calib.avi"	"3.94"	"4"
"2152"	"star_calib.avi"	"3.95"	"4.01"
"2168"	"star_calib.avi"	"3.97"	"3.99"
"2185"	"star_calib.avi"	"3.96"	"3.99"
"2202"	"star_calib.avi"	"3.97"	"4"
"2218"	"star_calib.avi"	"3.97"	"4.01"
"2235"	"star_calib.avi"	"3.96"	"4.0199999999999996"
"2252"	"star_calib.avi"	"3.96"	"4.04"
"2268"	"star_calib.avi"	"3.99"	"4"
"2285"	"star_calib.avi"	"3.96"	"4.0199999999999996"
"2302"	"star_calib.avi"	"3.99"	"4.04"
"2318"	"star_calib.avi"	"3.99"	"4.03"
"2335"	"star_calib.avi"	"3.98"	"4.04"
"2352"	"star_calib.avi"	"3.99"	"4.01"
"2368"	"star_calib.avi"	"3.99"	"4.03"
"2385"	"star_calib.avi"	"3.98"	"4.04"
"2402"	"star_calib.avi"	"3.99"	"4.0199999999999996"
"2418"	"star_calib.avi"	"4"	"4.04"
"2435"	"star_calib.avi"	"3.97"	"4.04"
"2452"	"star_calib.avi"	"3.99"	"4.03"
"2468"	"star_calib.avi"	"4"	"4.03"
"2485"	"star_calib.avi"	"4.01"	"4.05"
"2502"	"star_calib.avi"	"3.98"	"4.01"
"2518"	"star_calib.avi"	"4.01"	"4.03"
"2535"	"star_calib.avi"	"4.01"	"4.07"
"2552"	"star_calib.avi"	"4.0199999999999996"	"4.05"
"2568"	"star_calib.avi"	"4.0199999999999996"	"4.0599999999999996"
"2585"	"star_calib.avi"	"4.01"	"4.07"
"2601"	"star_calib.avi"	"4.0199999999999996"	"4.07"
"2618"	"star_calib.avi"	"4.01"	"4.0599999999999996"
"2635"	"star_calib.avi"	"4"	"4.09"
"2651"	"star_calib.avi"	"4"	"4.07"
"2668"	"star_calib.avi"	"4.0199999999999996"	"4.07"
"2685"	"star_calib.avi"	"4.01"	"4.05"
"2701"	"star_calib.avi"	"4.01"	"4.07"
"2718"	"star_calib.avi"	"3.99"	"4.0599999999999996"
"2735"	"star_calib.avi"	"4"	"4.05"
"2751"	"star_calib.avi"	"4"	"4.04"
"2768"	"star_calib.avi"	"4"	"4.03"
"2785"	"star_calib.avi"	"4.03"	"4.07"
"2801"	"star_calib.avi"	"4"	"4.0599999999999996"
"2818"	"star_calib.avi"	"4"	"4.07"
"2835"	"star_calib.avi"	"4.01"	"4.07"
"2851"	"star_calib.avi"	"3.99"	"4.07"
"2868"	"star_calib.avi"	"4"	"4.09"
"2885"	"star_calib.avi"	"4"	"4.05"
"2901"	"star_calib.avi"	"4.01"	"4.05"
"2918"	"star_calib.avi"	"4.01"	"4.04"
"2935"	"star_calib.avi"	"4.01"	"4.0599999999999996"
"2951"	"star_calib.avi"	"4"	"4.07"
"2968"	"star_calib.avi"	"4.01"	"4.03"
"2985"	"star_calib.avi"	"3.99"	"4.04"
"3001"	"star_calib.avi"	"4.01"	"4.0599999999999996"
"3018"	"star_calib.avi"	"3.99"	"4.07"
"3035"	"star_calib.avi"	"4.0199999999999996"	"4.07"
"3051"	"star_calib.avi"	"4"	"4.05"
"3068"	"star_calib.avi"	"4.03"	"4.0599999999999996"
"3085"	"star_calib.avi"	"4.01"	"4.01"
"3101"	"star_calib.avi"	"3.99"	"4.09"
"3118"	"star_calib.avi"	"4"	"4.08"
"3135"	"star_calib.avi"	"4"	"4.03"
"3152"	"star_calib.avi"	"3.99"	"4.04"
"3168"	"star_calib.avi"	"4"	"4.07"
"3185"	"star_calib.avi"	"4.01"	"4.05"
"3201"	"star_calib.avi"	"4"	"4.0599999999999996"
"3218"	"star_calib.avi"	"4.01"	"4.0599999999999996"
"3235"	"star_calib.avi"	"4"	"4.08"
"3251"	"star_calib.avi"	"4.01"	"4.0599999999999996"
"3268"	"star_calib.avi"	"4.01"	"4.07"
"3285"	"star_calib.avi"	"4"	"4.08"
"3301"	"star_calib.avi"	"3.98"	"4.0599999999999996"
"3318"	"star_calib.avi"	"4"	"4.07"
"3335"	"star_calib.avi"	"4.0199999999999996"	"4.05"
"3351"	"star_calib.avi"	"4.0199999999999996"	"4.04"
"3368"	"star_calib.avi"	"4.01"	"4.05"
"3385"	"star_calib.avi"	"4"	"4.08"
"3401"	"star_calib.avi"	"4.0199999999999996"	"4.0999999999999996"
"3418"	"star_calib.avi"	"4"	"4.07"
"3435"	"star_calib.avi"	"4.0199999999999996"	"4.07"
"3451"	"star_calib.avi"	"4.0199999999999996"	"4.08"
"3468"	"star_calib.avi"	"4.0199999999999996"	"4.0599999999999996"
"3485"	"star_calib.avi"	"4.01"	"4.0999999999999996"
"3501"	"star_calib.avi"	"4.0199999999999996"	"4.08"
"3518"	"star_calib.avi"	"4.0199999999999996"	"4.0999999999999996"
"3535"	"star_calib.avi"	"4.0199999999999996"	"4.1100000000000003"
"3551"	"star_calib.avi"	"4.04"	"4.0999999999999996"
"3568"	"star_calib.avi"	"4.0199999999999996"	"4.07"
"3585"	"star_calib.avi"	"4.0199999999999996"	"4.09"
"3601"	"star_calib.avi"	"4.01"	"4.1100000000000003"
"3618"	"star_calib.avi"	"4.0199999999999996"	"4.1100000000000003"
"3635"	"star_calib.avi"	"4.03"	"4.0999999999999996"
"3652"	"star_calib.avi"	"4.01"	"4.0999999999999996"
"3668"	"star_calib.avi"	"4.01"	"4.0999999999999996"
"3685"	"star_calib.avi"	"4.0199999999999996"	"4.1100000000000003"
"3702"	"star_calib.avi"	"4.03"	"4.1500000000000004"
"3718"	"star_calib.avi"	"4.0199999999999996"	"4.09"
"3735"	"star_calib.avi"	"4.0199999999999996"	"4.13"
"3752"	"star_calib.avi"	"4.01"	"4.08"
"3768"	"star_calib.avi"	"4.01"	"4.09"
"3785"	"star_calib.avi"	"4.01"	"4.12"
"3802"	"star_calib.avi"	"4"	"4.0999999999999996"
"3818"	"star_calib.avi"	"4.0199999999999996"	"4.09"
"3835"	"star_calib.avi"	"4.01"	"4.08"
"3852"	"star_calib.avi"	"3.99"	"4.07"
"3868"	"star_calib.avi"	"3.99"	"4.09"
"3885"	"star_calib.avi"	"3.99"	"4.08"
"3902"	"star_calib.avi"	"3.99"	"4.0999999999999996"
"3918"	"star_calib.avi"	"4.01"	"4.12"
"3935"	"star_calib.avi"	"3.98"	"4.09"
"3952"	"star_calib.avi"	"4.0199999999999996"	"4.1100000000000003"
"3968"	"star_calib.avi"	"3.99"	"4.12"
"3985"	"star_calib.avi"	"3.99"	"4.16"
"4002"	"star_calib.avi"	"4.0199999999999996"	"4.1100000000000003"
"4018"	"star_calib.avi"	"4.01"	"4.17"
"4035"	"star_calib.avi"	"4.01"	"4.2300000000000004"
"4052"	"star_calib.avi"	"4.0199999999999996"	"4.1500000000000004"
"4068"	"star_calib.avi"	"4.0199999999999996"	"4.1900000000000004"
"4085"	"star_calib.avi"	"4.0199999999999996"	"4.17"
"4102"	"star_calib.avi"	"4.0199999999999996"	"4.1500000000000004"
"4118"	"star_calib.avi"	"4.0199999999999996"	"4.16"
"4135"	"star_calib.avi"	"4.0199999999999996"	"4.16"
"4152"	"star_calib.avi"	"4.04"	"4.12"
"4168"	"star_calib.avi"	"4.0199999999999996"	"4.1500000000000004"
"4185"	"star_calib.avi"	"4.05"	"4.12"
"4202"	"star_calib.avi"	"4.05"	"4.1100000000000003"
"4218"	"star_calib.avi"	"4.03"	"4.29"
"4235"	"star_calib.avi"	"4.0599999999999996"	"4.1500000000000004"
"4252"	"star_calib.avi"	"4.03"	"4.17"
"4268"	"star_calib.avi"	"4.0599999999999996"	"4.1399999999999997"
"4285"	"star_calib.avi"	"4.09"	"4.1399999999999997"
"4302"	"star_calib.avi"	"4.05"	"4.16"
"4318"	"star_calib.avi"	"4.05"	"4.1900000000000004"
"4335"	"star_calib.avi"	"4.07"	"4.1399999999999997"
"4352"	"star_calib.avi"	"4.0599999999999996"	"4.1399999999999997"
"4368"	"star_calib.avi"	"4.0599999999999996"	"4.22"
"4385"	"star_calib.avi"	"4.0599999999999996"	"4.12"
"4402"	"star_calib.avi"	"4.0599999999999996"	"4.1100000000000003"
"4418"	"star_calib.avi"	"4.07"	"4.1500000000000004"
"4435"	"star_calib.avi"	"4.07"	"4.13"
"4452"	"star_calib.avi"	"4.0999999999999996"	"4.12"
"4468"	"star_calib.avi"	"4.07"	"4.13"
"4485"	"star_calib.avi"	"4.1100000000000003"	"4.24"
"4502"	"star_calib.avi"	"4.1100000000000003"	"4.1399999999999997"
"4518"	"star_calib.avi"	"4.0999999999999996"	"4.12"
"4535"	"star_calib.avi"	"4.07"	"4.1399999999999997"
"4552"	"star_calib.avi"	"4.09"	"4.0999999999999996"
"4568"	"star_calib.avi"	"4.09"	"4.12"
"4585"	"star_calib.avi"	"4.0999999999999996"	"4.18"
"4602"	"star_calib.avi"	"4.1100000000000003"	"4.21"
"4618"	"star_calib.avi"	"4.12"	"4.16"
"4635"	"star_calib.avi"	"4.1399999999999997"	"4.1399999999999997"
"4652"	"star_calib.avi"	"4.1900000000000004"	"4.2"
"4668"	"star_calib.avi"	"4.1900000000000004"	"4.25"
"4685"	"star_calib.avi"	"4.22"	"4.2"
"4702"	"star_calib.avi"	"4.16"	"4.1500000000000004"
"4718"	"star_calib.avi"	"4.2"	"4.1399999999999997"
"4735"	"star_calib.avi"	"4.1500000000000004"	"4.2300000000000004"
"4752"	"star_calib.avi"	"4.21"	"4.17"
"4768"	"star_calib.avi"	"4.17"	"4.18"
"4785"	"star_calib.avi"	"4.1399999999999997"	"4.18"
"4802"	"star_calib.avi"	"4.21"	"4.38"
"4818"	"star_calib.avi"	"4.26"	"4.38"
"4835"	"star_calib.avi"	"4.1900000000000004"	"4.4000000000000004"
"4852"	"star_calib.avi"	"4.1900000000000004"	"4.2300000000000004"
"4868"	"star_calib.avi"	"4.1900000000000004"	"4.24"
"4885"	"star_calib.avi"	"4.18"	"4.16"
"4902"	"star_calib.avi"	"4.2"	"4.16"
"4918"	"star_calib.avi"	"4.18"	"4.2"
"4935"	"star_calib.avi"	"4.2"	"4.28"
"4952"	"star_calib.avi"	"4.24"	"4.22"
"4968"	"star_calib.avi"	"4.3"	"4.2300000000000004"
"4985"	"star_calib.avi"	"4.18"	"4.1900000000000004"
