0;0;0;0;0;0;0;0;0;0;0;0;1;0.02;0.02;2;0.01;0.02;
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
0;0;0;0;0;0;0;0;0;0;0;0;1;0.05;0.05;1;0.05;0.05;
0;0;0;1;0.05;0.05;0;0;0;0;0;0;1;0.05;0.05;1;0.05;0.05;
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
0;0;0;1;0.01;0.01;0;0;0;0;0;0;0;0;0;0;0;0;
0;0;0;0;0;0;1;0.05;0.05;0;0;0;0;0;0;0;0;0;
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1;0.05;0.05;0;0;0;1;0.04;0.04;1;0.05;0.05;0;0;0;0;0;0;
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
0;0;0;1;0.05;0.05;1;0.05;0.05;0;0;0;0;0;0;0;0;0;
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0.05;0.05;
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0.01;0.02;
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
0;0;0;0;0;0;0;0;0;0;0;0;1;0.03;0.03;0;0;0;
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0.05;0.05;
1;0.05;0.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
0;0;0;1;0.04;0.04;1;0.02;0.02;0;0;0;0;0;0;0;0;0;
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
0;0;0;0;0;0;1;0.05;0.05;0;0;0;0;0;0;0;0;0;
