2;0.23;0.46;0;0;0;1;0.35;0.35;2;0.23;0.46;2;0.28;0.57;0;0;0;1;0.28;0.28;2;0.28;0.57;2;0.32;0.63;0;0;0;1;0.2;0.2;2;0.32;0.63;2;0.28;0.55;0;0;0;0;0;0;2;0.28;0.55;2;0.25;0.5;0;0;0;1;0.33;0.33;2;0.25;0.5;2;0.25;0.5;0;0;0;1;0.3;0.3;2;0.25;0.5;
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0.43;0.87;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0.1;0.2;0;0;0;0;0;0;0;0;0;3;0.29;0.87;0;0;0;
4;0.17;0.68;0;0;0;0;0;0;4;0.17;0.68;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
0;0;0;0;0;0;5;0.15;0.75;0;0;0;2;0.25;0.5;0;0;0;1;0.35;0.35;2;0.25;0.5;3;0.28;0.85;0;0;0;0;0;0;3;0.28;0.85;2;0.2;0.4;0;0;0;1;0.45;0.45;2;0.2;0.4;2;0.2;0.39;0;0;0;2;0.21;0.42;2;0.2;0.39;0;0;0;0;0;0;0;0;0;0;0;0;
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
0;0;0;0;0;0;2;0.18;0.37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0.21;0.63;0;0;0;0;0;0;0;0;0;3;0.28;0.83;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0.43;0.87;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2;0.12;0.24;0;0;0;1;0.1;0.1;2;0.12;0.24;2;0.17;0.33;0;0;0;1;0.5;0.5;2;0.17;0.33;1;0.46;0.46;0;0;0;1;0.4;0.4;1;0.46;0.46;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0.43;0.85;0;0;0;3;0.15;0.44;0;0;0;1;0.38;0.38;3;0.15;0.44;
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0.51;0.51;0;0;0;2;0.15;0.29;1;0.51;0.51;0;0;0;0;0;0;0;0;0;0;0;0;2;0.23;0.47;0;0;0;1;0.38;0.38;2;0.23;0.47;2;0.25;0.5;0;0;0;0;0;0;2;0.25;0.5;
