0;0;0;0;0;0;3;0.27;0.81;0;0;0;0;0;0;0;0;0;4;0.15;0.62;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0.04;0.04;0;0;0;2;0.28;0.56;1;0;0;1;0.25;0.25;3;0.19;0.57;0;0;0;0;0;0;2;0.32;0.64;0;0;0;
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0.28;0.28;0;0;0;0;0;0;0;0;0;1;0.48;0.48;0;0;0;0;0;0;0;0;0;2;0.19;0.38;0;0;0;0;0;0;0;0;0;4;0.21;0.83;0;0;0;
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0.22;0.44;0;0;0;0;0;0;0;0;0;1;0.37;0.37;0;0;0;
1;0.2;0.2;0;0;0;1;0.34;0.34;1;0.2;0.2;1;0.22;0.22;0;0;0;2;0.31;0.62;1;0.22;0.22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0.72;0.72;0;0;0;1;0.64;0.64;0;0;0;2;0.08;0.16;1;0.64;0.64;
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0.17;0.33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
0;0;0;0;0;0;0;0;0;0;0;0;1;0.27;0.27;0;0;0;2;0.17;0.34;1;0.27;0.27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
0;0;0;0;0;0;0;0;0;0;0;0;2;0.31;0.62;0;0;0;0;0;0;2;0.31;0.62;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0.12;0.12;0;0;0;1;0.12;0.12;0;0;0;1;0.37;0.37;1;0.13;0.13;1;0.37;0.37;0;0;0;0;0;0;0;0;0;0;0;0;2;0.43;0.87;0;0;0;0;0;0;2;0.43;0.87;0;0;0;0;0;0;0;0;0;0;0;0;
3;0.27;0.82;0;0;0;0;0;0;3;0.27;0.82;1;0.42;0.42;0;0;0;3;0.11;0.34;1;0.42;0.42;0;0;0;0;0;0;0;0;0;0;0;0;1;0.14;0.14;0;0;0;0;0;0;1;0.14;0.14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0.9;0.9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
0;0;0;0;0;0;0;0;0;0;0;0;1;0.25;0.25;0;0;0;1;0.07;0.07;1;0.25;0.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0.03;0.03;0;0;0;0;0;0;0;0;0;3;0.06;0.18;0;0;0;
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
0;0;0;0;0;0;1;0.07;0.07;0;0;0;1;0.23;0.23;0;0;0;2;0.3;0.6;1;0.23;0.23;1;0.5;0.5;0;0;0;1;0.37;0.37;1;0.5;0.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0.07;0.07;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0.5;0.5;0;0;0;
0;0;0;0;0;0;0;0;0;0;0;0;2;0.22;0.44;0;0;0;0;0;0;2;0.22;0.44;0;0;0;0;0;0;3;0.17;0.51;0;0;0;2;0.19;0.37;0;0;0;0;0;0;2;0.19;0.37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0.43;0.87;0;0;0;2;0.43;0.87;0;0;0;0;0;0;0;0;0;0;0;0;
1;0.16;0.16;0;0;0;0;0;0;1;0.16;0.16;0;0;0;0;0;0;0;0;0;0;0;0;1;0.12;0.12;0;0;0;2;0.36;0.72;1;0.12;0.12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0.9;0.9;0;0;0;2;0.21;0.43;0;0;0;1;0.42;0.42;2;0.21;0.43;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0.25;0.25;0;0;0;2;0.25;0.5;1;0.25;0.25;1;0.07;0.07;1;0.21;0.21;1;0.32;0.32;2;0.14;0.28;
0;0;0;0;0;0;1;0.9;0.9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0.15;0.46;0;0;0;1;0.3;0.3;3;0.15;0.46;2;0.4;0.79;0;0;0;0;0;0;2;0.4;0.79;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
0;0;0;0;0;0;2;0.11;0.22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0.18;0.53;0;0;0;3;0.18;0.55;0;0;0;1;0.13;0.13;3;0.18;0.55;1;0.23;0.23;1;0.02;0.02;1;0.3;0.3;2;0.13;0.25;0;0;0;1;0.22;0.22;3;0.1;0.29;1;0.22;0.22;
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0.05;0.15;0;0;0;
2;0.43;0.86;0;0;0;0;0;0;2;0.43;0.86;1;0.48;0.48;0;0;0;2;0.13;0.26;1;0.48;0.48;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0.4;0.4;0;0;0;2;0.12;0.24;1;0.4;0.4;
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0.29;0.87;0;0;0;0;0;0;3;0.29;0.87;3;0.27;0.8;0;0;0;0;0;0;3;0.27;0.8;3;0.28;0.85;0;0;0;0;0;0;3;0.28;0.85;0;0;0;0;0;0;0;0;0;0;0;0;
